"","order","judge_num","dataset","case_outcome","judge_vote","lower_dir","name","judge_full","circuit","confirm_yr","appt_pres","gender_judge","party_judge","jcs","year_birth","race_judge","jud_experience","minority_judge","dec_year","num_fem","mow_sex","abs_jcs"
"476",4411,1,"title7","Conservative","Conservative","Conservative","Collins v. NYC Transit Auth","Van Graafeiland, Ellsworth Alfred","2",1974,"Ford","Male","Republican",-0.223000004887581,1915,"White","No experience","White",2002,0,0,0.11524997651577
"477",4411,3,"title7","Conservative","Conservative","Conservative","Collins v. NYC Transit Auth","Sack, Robert David","2",1997,"Clinton","Male","Democrat",-0.340999990701675,1939,"White","No experience","White",2002,0,0,0.00275000929832458
"478",4654,3,"title7","Liberal","Liberal","Conservative","Garrett v. Hewlett-Packard","Gibson, John R.","10",1982,"Reagan","Male","Republican",0.14300000667572,1925,"White","Experienced","White",2002,1,1,0.0974999964237213
"479",4654,2,"title7","Liberal","Liberal","Conservative","Garrett v. Hewlett-Packard","McWilliams, Robert Hugh Jr.","10",1970,"Nixon","Male","Republican",0.296999990940094,1916,"White","Experienced","White",2002,1,1,0.0564999878406525
"480",4498,2,"title7","Liberal","Conservative","Conservative","Ford v. GMC","Daughtrey, Martha Craig","6",1993,"Clinton","Female","Democrat",-0.266499996185303,1942,"White","Experienced","White",2002,1,0,0.0152499973773956
"481",4498,1,"title7","Liberal","Liberal","Conservative","Ford v. GMC","Keith, Damon Jerome","6",1977,"Carter","Male","Democrat",-0.40599998831749,1922,"Black","No experience","Minority",2002,1,0,0.154749989509583
"482",4705,2,"title7","Conservative","Conservative","Conservative","Forkkio v. Powell","Sentelle, David Bryan","DC",1987,"Reagan","Male","Republican",0.566999971866608,1943,"White","Experienced","White",2002,0,0,0.518999993801117
"483",4705,1,"title7","Conservative","Conservative","Conservative","Forkkio v. Powell","Ginsburg, Douglas Howard","DC",1986,"Reagan","Male","Republican",0.566999971866608,1946,"White","No experience","White",2002,0,0,0.518999993801117
"484",4437,3,"title7","Conservative","Conservative","Conservative","Coleman v. Home Depot","Rendell, Marjorie O.","3",1997,"Clinton","Female","Democrat",-0.441000014543533,1947,"White","Experienced","White",2002,1,0,0.466500014066696
"485",4437,2,"title7","Conservative","Conservative","Conservative","Coleman v. Home Depot","Scirica, Anthony Joseph","3",1987,"Reagan","Male","Republican",0.0160000007599592,1940,"White","Experienced","White",2002,1,0,0.00949999876320362
"486",4497,2,"title7","Liberal","Conservative","Conservative","Hopson v. DaimlerChrysler","Daughtrey, Martha Craig","6",1993,"Clinton","Female","Democrat",-0.266499996185303,1942,"White","Experienced","White",2002,1,0,0.0152499973773956
"487",4497,1,"title7","Liberal","Liberal","Conservative","Hopson v. DaimlerChrysler","Keith, Damon Jerome","6",1977,"Carter","Male","Democrat",-0.40599998831749,1922,"Black","No experience","Minority",2002,1,0,0.154749989509583
"488",4644,3,"title7","Liberal","Liberal","Conservative","Lyons v. England","Berzon, Marsha L","9",2000,"Clinton","Female","Democrat",-0.347499996423721,1945,"White","No experience","White",2002,2,1,0.0777499973773956
"489",4644,2,"title7","Liberal","Liberal","Conservative","Lyons v. England","Nelson, Thomas G.","9",1990,"Bush I","Male","Republican",0.580999970436096,1936,"White","No experience","White",2002,2,1,0.850749969482422
"490",4528,2,"title7","Conservative","Conservative","Conservative","Peters v. Renaissance Hotels","Posner, Richard Allen","7",1981,"Reagan","Male","Republican",0.00600000005215406,1939,"White","No experience","White",2002,0,0,0.243000000715256
"491",4528,1,"title7","Conservative","Conservative","Conservative","Peters v. Renaissance Hotels","Bauer, William J.","7",1974,"Ford","Male","Republican",0.00600000005215406,1926,"White","Experienced","White",2002,0,0,0.243000000715256
"492",4527,2,"title7","Conservative","Conservative","Conservative","Tinner v. United Ins Co","Manion, Daniel Anthony","7",1986,"Reagan","Male","Republican",0.375,1942,"White","No experience","White",2002,1,0,0.126000002026558
"493",4527,3,"title7","Conservative","Conservative","Conservative","Tinner v. United Ins Co","Rovner, Ilana Kara Diamond","7",1992,"Bush I","Female","Republican",0.524999976158142,1938,"White","Experienced","White",2002,1,0,0.275999963283539
"494",4410,2,"title7","Liberal","Liberal","Liberal","Patrolmen's Benevolent Ass'n v. City of NY","Calabresi, Guido","2",1994,"Clinton","Male","Democrat",-0.277999997138977,1932,"White","No experience","White",2002,0,0,0.0602499842643738
"495",4410,1,"title7","Liberal","Liberal","Liberal","Patrolmen's Benevolent Ass'n v. City of NY","Leval, Pierre Nelson","2",1993,"Clinton","Male","Democrat",-0.340999990701675,1936,"White","Experienced","White",2002,0,0,0.00275000929832458
"496",4526,2,"title7","Conservative","Conservative","Conservative","Hayes v. Potter","Flaum, Joel Martin","7",1983,"Reagan","Male","Republican",0.00600000005215406,1936,"White","Experienced","White",2002,2,1,0.243000000715256
"497",4526,3,"title7","Conservative","Conservative","Conservative","Hayes v. Potter","Williams, Ann Claire","7",1999,"Clinton","Female","Democrat",-0.351000010967255,1949,"Black","Experienced","Minority",2002,2,1,0.600000023841858
"498",4525,3,"title7","Conservative","Conservative","Conservative","Staples v. Pepsi-Cola Gen Bottlers","Kanne, Michael Stephen","7",1987,"Reagan","Male","Republican",0.375,1938,"White","Experienced","White",2002,0,0,0.126000002026558
"499",4525,1,"title7","Conservative","Conservative","Conservative","Staples v. Pepsi-Cola Gen Bottlers","Posner, Richard Allen","7",1981,"Reagan","Male","Republican",0.00600000005215406,1939,"White","No experience","White",2002,0,0,0.243000000715256
"500",4453,1,"title7","Conservative","Conservative","Conservative","Thompson v. Potomac Electric Power","Luttig, J. Michael","4",1991,"Bush I","Male","Republican",0.25,1954,"White","No experience","White",2002,0,0,0.034250020980835
"501",4453,3,"title7","Conservative","Conservative","Conservative","Thompson v. Potomac Electric Power","Moon, Norman K.","4",1997,"Clinton","Male","Democrat",-0.202999994158745,1936,"White","Experienced","White",2002,0,0,0.487250030040741
"502",4467,2,"title7","Conservative","Conservative","Liberal","Felton v. Polles","Jones, Edith Hollan","5",1985,"Reagan","Female","Republican",0.532000005245209,1949,"White","No experience","White",2002,1,0,0.133249998092651
"503",4467,1,"title7","Conservative","Conservative","Liberal","Felton v. Polles","Jolly, E. Grady","5",1982,"Reagan","Male","Republican",0.266000002622604,1937,"White","No experience","White",2002,1,0,0.132750004529953
"504",4496,1,"title7","Liberal","Liberal","Liberal","Hadley v. VAM P T S","Davis, W. Eugene","5",1983,"Reagan","Male","Republican",0.566999971866608,1936,"White","Experienced","White",1995,1,1,0.16824996471405
"505",4496,3,"title7","Liberal","Liberal","Liberal","Hadley v. VAM P T S","Duhe, John Malcolm Jr.","5",1988,"Reagan","Male","Republican",0.566999971866608,1933,"White","Experienced","White",1995,1,1,0.16824996471405
"506",4643,3,"title7","Conservative","Conservative","Conservative","Jeffries v. Metro-Mark Inc","Gibson, John R.","8",1982,"Reagan","Male","Republican",0.14300000667572,1925,"White","Experienced","White",1995,0,0,0.0039999932050705
"507",4643,1,"title7","Conservative","Conservative","Conservative","Jeffries v. Metro-Mark Inc","Hansen, David Rasmussen","8",1991,"Bush I","Male","Republican",0.293999999761581,1938,"White","Experienced","White",1995,0,0,0.146999999880791
"508",4452,3,"title7","Liberal","Liberal","Conservative","West v. Philadelphia Electric","Rosenn, Max","3",1970,"Nixon","Male","Republican",0.0529999993741512,1910,"White","No experience","White",1995,1,1,0.0274999998509884
"509",4452,1,"title7","Liberal","Liberal","Conservative","West v. Philadelphia Electric","Greenberg, Morton Ira","3",1987,"Reagan","Male","Republican",0.566999971866608,1933,"White","No experience","White",1995,1,1,0.541499972343445
"510",4642,3,"title7","Conservative","Conservative","Conservative","Lidge-Myrtil v. Deere & Co","Beam, Clarence A.","8",1987,"Reagan","Male","Republican",0.316000014543533,1930,"White","Experienced","White",1995,0,0,0.169000014662743
"511",4642,2,"title7","Conservative","Conservative","Conservative","Lidge-Myrtil v. Deere & Co","Lay, Donald Pomery","8",1966,"Johnson","Male","Democrat",-0.379000008106232,1926,"White","No experience","White",1995,0,0,0.526000022888184
"512",4704,3,"title7","Conservative","Conservative","Conservative","Edwards v. Wallace Comm College","Roney, Paul Hitch","11",1970,"Nixon","Male","Republican",0.351999998092651,1921,"White","No experience","White",1995,1,0,0.0539999902248383
"513",4704,1,"title7","Conservative","Conservative","Conservative","Edwards v. Wallace Comm College","Kravitch, Phyllis A.","11",1979,"Carter","Female","Democrat",-0.025000000372529,1920,"White","No experience","White",1995,1,0,0.430999994277954
"514",4641,2,"title7","Liberal","Liberal","Conservative","Webb v. St Louis Post Dispatch","Wollman, Roger Leland","8",1985,"Reagan","Male","Republican",0.237000003457069,1934,"White","Experienced","White",1995,0,0,0.0900000035762787
"515",4641,1,"title7","Liberal","Liberal","Conservative","Webb v. St Louis Post Dispatch","Bowman, Pasco Middleton II","8",1983,"Reagan","Male","Republican",0.14300000667572,1933,"White","No experience","White",1995,0,0,0.0039999932050705
"516",4451,3,"title7","Conservative","Conservative","Conservative","Nelson v. Upsala College","Cowen, Robert E.","3",1987,"Reagan","Male","Republican",0.566999971866608,1930,"White","Experienced","White",1995,0,0,0.541499972343445
"517",4451,1,"title7","Conservative","Conservative","Conservative","Nelson v. Upsala College","Stapleton, Walter King","3",1985,"Reagan","Male","Republican",0.247999995946884,1934,"White","Experienced","White",1995,0,0,0.222499996423721
"518",4586,2,"title7","Conservative","Conservative","Conservative","Russell v. Acme Evans Co","Rovner, Ilana Kara Diamond","7",1992,"Bush I","Female","Republican",0.524999976158142,1938,"White","Experienced","White",1995,1,0,0.275999963283539
"519",4586,3,"title7","Conservative","Conservative","Conservative","Russell v. Acme Evans Co","Moran, James Byron","7",1979,"Carter","Male","Democrat",-0.375,1930,"White","No experience","White",1995,1,0,0.624000012874603
"520",4652,1,"title7","Liberal","Liberal","Liberal","Odima v. Westin Tuscon Hotel","Wiggins, Charles Edward","9",1984,"Reagan","Male","Republican",0.310999989509583,1927,"White","No experience","White",1995,0,0,0.297999978065491
"521",4652,3,"title7","Liberal","Liberal","Liberal","Odima v. Westin Tuscon Hotel","Fernandez, Ferdinand Francis","9",1989,"Bush I","Male","Republican",0.310999989509583,1937,"Hispanic","Experienced","Minority",1995,0,0,0.297999978065491
"522",4653,1,"title7","Conservative","Conservative","Conservative","Smith v. Roche","Henry, Robert Harlan","10",1994,"Clinton","Male","Democrat",-0.0689999982714653,1953,"White","No experience","White",2002,0,0,0.309500008821487
"523",4653,3,"title7","Conservative","Conservative","Conservative","Smith v. Roche","Brorby, Wade","10",1988,"Reagan","Male","Republican",0.435000002384186,1934,"White","No experience","White",2002,0,0,0.194499999284744
"524",4408,1,"title7","Conservative","Conservative","Conservative","Udo v. Tomes","Torruella, Juan R.","1",1984,"Reagan","Male","Republican",0.566999971866608,1933,"Hispanic","Experienced","Minority",1995,0,0,0.316249966621399
"525",4408,2,"title7","Conservative","Conservative","Conservative","Udo v. Tomes","Aldrich, Bailey","1",1959,"Eisenhower","Male","Republican",0.14300000667572,1907,"White","Experienced","White",1995,0,0,0.107749998569489
"526",4409,1,"title7","Conservative","Conservative","Conservative","Grant v. News Group","Selya, Bruce Marshall","1",1986,"Reagan","Male","Republican",0.00300000002607703,1934,"White","Experienced","White",1995,0,0,0.247749999165535
"527",4409,3,"title7","Conservative","Conservative","Conservative","Grant v. News Group","Boudin, Michael","1",1992,"Bush I","Male","Republican",0.524999976158142,1939,"White","Experienced","White",1995,0,0,0.274249970912933
"528",4495,1,"title7","Conservative","Conservative","Conservative","Mayberry v. Vought Aircraft Co","Garwood, William Lockhart","5",1981,"Reagan","Male","Republican",0.462999999523163,1931,"White","Experienced","White",1995,0,0,0.0642499923706055
"529",4495,2,"title7","Conservative","Conservative","Conservative","Mayberry v. Vought Aircraft Co","Jolly, E. Grady","5",1982,"Reagan","Male","Republican",0.266000002622604,1937,"White","No experience","White",1995,0,0,0.132750004529953
"530",4466,1,"title7","Conservative","Conservative","Conservative","Dennis v. Cty of Fairfax","Ervin, Samuel James III","4",1980,"Carter","Male","Democrat",-0.119999997317791,1926,"White","No experience","White",1995,0,0,0.525999963283539
"531",4466,3,"title7","Conservative","Conservative","Conservative","Dennis v. Cty of Fairfax","Wilkins, William Walter","4",1986,"Reagan","Male","Republican",0.409999996423721,1942,"White","Experienced","White",1995,0,0,0.00400000810623169
"532",4585,3,"title7","Conservative","Conservative","Conservative","Sanders v. Venture Stores","Flaum, Joel Martin","7",1983,"Reagan","Male","Republican",0.00600000005215406,1936,"White","Experienced","White",1995,0,0,0.243000000715256
"533",4585,2,"title7","Conservative","Conservative","Conservative","Sanders v. Venture Stores","Bauer, William J.","7",1974,"Ford","Male","Republican",0.00600000005215406,1926,"White","Experienced","White",1995,0,0,0.243000000715256
"534",4465,1,"title7","Conservative","Conservative","Liberal","Jiminez v. Mary Washington College","Wilkins, William Walter","4",1986,"Reagan","Male","Republican",0.409999996423721,1942,"White","Experienced","White",1995,0,0,0.00400000810623169
"535",4465,3,"title7","Conservative","Conservative","Liberal","Jiminez v. Mary Washington College","Phillips, James Dickson Jr.","4",1978,"Carter","Male","Democrat",-0.119999997317791,1922,"White","No experience","White",1995,0,0,0.525999963283539
"536",4524,2,"title7","Conservative","Conservative","Conservative","Diehl v. Tele-Solutions","Siler, Eugene Edward Jr.","6",1991,"Bush I","Male","Republican",0.361000001430511,1936,"White","Experienced","White",1995,0,0,0.346249997615814
"537",4524,3,"title7","Conservative","Conservative","Conservative","Diehl v. Tele-Solutions","Newblatt, Stewart Albert","6",1979,"Carter","Male","Democrat",-0.412000000476837,1927,"White","No experience","White",1995,0,0,0.426750004291534
"538",4674,2,"title7","Conservative","Conservative","Conservative","Elmore v. Capstan Inc","Seth, Oliver","10",1962,"Kennedy","Male","Democrat",-0.209999993443489,1915,"White","No experience","White",1995,1,0,0.457249999046326
"539",4674,1,"title7","Conservative","Conservative","Conservative","Elmore v. Capstan Inc","Seymour, Stephanie Kulp","10",1979,"Carter","Female","Democrat",-0.0689999982714653,1940,"White","No experience","White",1995,1,0,0.316249996423721
"540",4673,3,"title7","Conservative","Conservative","Conservative","King v. Unocal","Brown, Wesley E.","10",1962,"Kennedy","Male","Democrat",-0.519999980926514,1907,"White","No experience","White",1995,0,0,0.767250001430511
"541",4673,1,"title7","Conservative","Conservative","Conservative","King v. Unocal","Anderson, Stephen Hale","10",1985,"Reagan","Male","Republican",0.441500008106232,1932,"White","No experience","White",1995,0,0,0.194250002503395
"542",4436,2,"title7","Conservative","Conservative","Conservative","Moodie v. Fed Res Bank","Walker, John Mercer Jr.","2",1989,"Bush I","Male","Republican",0.145999997854233,1940,"White","Experienced","White",1995,0,0,0.199000000953674
"543",4436,3,"title7","Conservative","Conservative","Conservative","Moodie v. Fed Res Bank","Calabresi, Guido","2",1994,"Clinton","Male","Democrat",-0.277999997138977,1932,"White","No experience","White",1995,0,0,0.224999994039536
"544",4703,3,"title7","Conservative","Conservative","Conservative","U.S. v. Crosby","Goodwin, Alfred Theodore","11",1971,"Nixon","Male","Republican",0.00549999997019768,1923,"White","Experienced","White",1995,1,1,0.400499999523163
"545",4703,2,"title7","Conservative","Conservative","Conservative","U.S. v. Crosby","Birch, Stanley F. Jr.","11",1990,"Bush I","Male","Republican",0.524999976158142,1945,"White","No experience","White",1995,1,1,0.118999987840652
"546",4523,3,"title7","Liberal","Liberal","Conservative","Talley v. Bravo Pitino Restaurant","Beckwith, Sandra S.","6",1992,"Bush I","Female","Republican",0.455000013113022,1943,"White","No experience","White",1995,1,0,0.440250009298325
"547",4523,2,"title7","Liberal","Liberal","Conservative","Talley v. Bravo Pitino Restaurant","Norris, Alan Eugene","6",1986,"Reagan","Male","Republican",0.566999971866608,1935,"White","Experienced","White",1995,1,0,0.55224996805191
"548",4584,3,"title7","Conservative","Conservative","Conservative","Sample v. Aldi","Stiehl, William Donald","7",1986,"Reagan","Male","Republican",0.580999970436096,1925,"White","No experience","White",1995,0,0,0.331999957561493
"549",4584,2,"title7","Conservative","Conservative","Conservative","Sample v. Aldi","Manion, Daniel Anthony","7",1986,"Reagan","Male","Republican",0.375,1942,"White","No experience","White",1995,0,0,0.126000002026558
"550",4450,1,"title7","Liberal","Liberal","Liberal","Booker v. Taylor Milk Co","Stapleton, Walter King","3",1985,"Reagan","Male","Republican",0.247999995946884,1934,"White","Experienced","White",1995,0,0,0.222499996423721
"551",4450,2,"title7","Liberal","Liberal","Liberal","Booker v. Taylor Milk Co","McKee, Theodore Alexander","3",1994,"Clinton","Male","Democrat",-0.321000009775162,1947,"Black","No experience","Minority",1995,0,0,0.346500009298325
"552",4640,1,"title7","Liberal","Liberal","Liberal","Winbush v. Iowa","Loken, James B.","8",1990,"Bush I","Male","Republican",0.124499998986721,1940,"White","No experience","White",1995,0,0,0.0225000008940697
"553",4640,3,"title7","Liberal","Liberal","Liberal","Winbush v. Iowa","Van Sickle, Bruce Marion","8",1971,"Nixon","Male","Republican",0.177000001072884,1917,"White","No experience","White",1995,0,0,0.0300000011920929
"554",4651,1,"title7","Conservative","Conservative","Conservative","Brazil v. U.S. Dept of Navy","Sneed, Joseph Tyree III","9",1973,"Nixon","Male","Republican",0.41499999165535,1920,"White","No experience","White",1995,0,0,0.401999980211258
"555",4651,3,"title7","Conservative","Conservative","Conservative","Brazil v. U.S. Dept of Navy","Fernandez, Ferdinand Francis","9",1989,"Bush I","Male","Republican",0.310999989509583,1937,"Hispanic","Experienced","Minority",1995,0,0,0.297999978065491
"556",4464,3,"title7","Conservative","Conservative","Conservative","Fuller v. Phipps","Motz, Diana Jane Gribbon","4",1994,"Clinton","Female","Democrat",-0.40149998664856,1943,"White","No experience","White",1995,2,0,0.807500004768372
"557",4464,2,"title7","Conservative","Conservative","Conservative","Fuller v. Phipps","Williams, Karen J.","4",1992,"Bush I","Female","Republican",0.409999996423721,1951,"White","No experience","White",1995,2,0,0.00400000810623169
"558",4407,2,"title7","Conservative","Conservative","Conservative","Foster v. Dalton","Cyr, Conrad Keefe","1",1989,"Bush I","Male","Republican",0.0480000004172325,1931,"White","Experienced","White",1995,0,0,0.202749997377396
"559",4407,3,"title7","Conservative","Conservative","Conservative","Foster v. Dalton","Stahl, Norman H.","1",1992,"Bush I","Male","Republican",0.439500004053116,1931,"White","Experienced","White",1995,0,0,0.188749998807907
"560",4639,3,"title7","Liberal","Liberal","Conservative","Landon v. Northwest Airlines","Hansen, David Rasmussen","8",1991,"Bush I","Male","Republican",0.293999999761581,1938,"White","Experienced","White",1995,0,0,0.146999999880791
"561",4639,1,"title7","Liberal","Liberal","Conservative","Landon v. Northwest Airlines","Fagg, George Gardner","8",1982,"Reagan","Male","Republican",0.298500001430511,1934,"White","No experience","White",1995,0,0,0.151500001549721
"562",4672,2,"title7","Liberal","Liberal","Liberal","Berry v. Stevinson Chevrolet","Henry, Robert Harlan","10",1994,"Clinton","Male","Democrat",-0.0689999982714653,1953,"White","No experience","White",1996,1,1,0.316249996423721
"563",4672,3,"title7","Liberal","Liberal","Liberal","Berry v. Stevinson Chevrolet","Cook, Harold Dale","10",1974,"Ford","Male","Republican",0.377499997615814,1924,"White","No experience","White",1996,1,1,0.130249992012978
"564",4701,3,"title7","Liberal","Liberal","Conservative","Goodgame v. Am Cast Iron Pipe","Fay, Peter Thorp","11",1976,"Ford","Male","Republican",0.409000009298325,1929,"White","Experienced","White",1996,0,0,0.00300002098083496
"565",4701,1,"title7","Liberal","Liberal","Conservative","Goodgame v. Am Cast Iron Pipe","Edmondson, James Larry","11",1986,"Reagan","Male","Republican",0.326999992132187,1947,"White","No experience","White",1996,0,0,0.0789999961853027
"566",4638,2,"title7","Conservative","Conservative","Conservative","Ruby v. Springfield R-12 Pub Sch","Bright, Myron H.","8",1968,"Johnson","Male","Democrat",-0.377000004053116,1919,"White","No experience","White",1996,1,0,0.523999989032745
"567",4638,3,"title7","Conservative","Conservative","Conservative","Ruby v. Springfield R-12 Pub Sch","Murphy, Diana E.","8",1994,"Clinton","Female","Democrat",-0.625999987125397,1934,"White","Experienced","White",1996,1,0,0.773000001907349
"568",4583,2,"title7","Conservative","Conservative","Conservative","EEOC v. Our Lady of the Resurrection Med","Coffey, John Louis","7",1982,"Reagan","Male","Republican",0.25,1922,"White","Experienced","White",1996,0,0,0.00100000202655792
"569",4583,1,"title7","Conservative","Conservative","Conservative","EEOC v. Our Lady of the Resurrection Med","Wood, Harlington Jr.","7",1976,"Ford","Male","Republican",0.00600000005215406,1920,"White","Experienced","White",1996,0,0,0.243000000715256
"570",4582,3,"title7","Conservative","Conservative","Conservative","Bratton v. Roadway Package Sys","Manion, Daniel Anthony","7",1986,"Reagan","Male","Republican",0.375,1942,"White","No experience","White",1996,0,0,0.126000002026558
"571",4582,1,"title7","Conservative","Conservative","Conservative","Bratton v. Roadway Package Sys","Cummings, Walter Joseph","7",1966,"Johnson","Male","Democrat",-0.623000025749207,1916,"White","No experience","White",1996,0,0,0.87200003862381
"572",4435,1,"title7","Conservative","Conservative","Conservative","Hargett v. Nat'l Westminster Bank","Cardamone, Richard J.","2",1981,"Reagan","Male","Republican",0.145999997854233,1925,"White","Experienced","White",1996,0,0,0.199000000953674
"573",4435,3,"title7","Conservative","Conservative","Conservative","Hargett v. Nat'l Westminster Bank","Parker, Fred I.","2",1994,"Clinton","Male","Democrat",-0.377000004053116,1938,"White","Experienced","White",1996,0,0,0.324000000953674
"574",4434,1,"title7","Conservative","Conservative","Conservative","Ford v. Bernard Fineson Dev Ctr","Winter, Ralph K. Jr.","2",1981,"Reagan","Male","Republican",-0.061999998986721,1935,"White","No experience","White",1996,0,0,0.00899999961256981
"575",4434,3,"title7","Conservative","Conservative","Conservative","Ford v. Bernard Fineson Dev Ctr","Leval, Pierre Nelson","2",1993,"Clinton","Male","Democrat",-0.340999990701675,1936,"White","Experienced","White",1996,0,0,0.287999987602234
"576",4637,1,"title7","Liberal","Liberal","Liberal","Stemmons v. Missouri Dept of Corrections","Bowman, Pasco Middleton II","8",1983,"Reagan","Male","Republican",0.14300000667572,1933,"White","No experience","White",1996,0,0,0.0039999932050705
"577",4637,2,"title7","Liberal","Liberal","Liberal","Stemmons v. Missouri Dept of Corrections","Beam, Clarence A.","8",1987,"Reagan","Male","Republican",0.316000014543533,1930,"White","Experienced","White",1996,0,0,0.169000014662743
"578",4449,2,"title7","Liberal","Liberal","Conservative","Aman v. Cort Furniture Rental","Mansmann, Carol Los","3",1985,"Reagan","Female","Republican",0.0160000007599592,1942,"White","Experienced","White",1996,1,0,0.00949999876320362
"579",4449,1,"title7","Liberal","Liberal","Conservative","Aman v. Cort Furniture Rental","Stapleton, Walter King","3",1985,"Reagan","Male","Republican",0.247999995946884,1934,"White","Experienced","White",1996,1,0,0.222499996423721
"580",4433,1,"title7","Liberal","Liberal","Liberal","Jemmott v. Coughlin","Van Graafeiland, Ellsworth Alfred","2",1974,"Ford","Male","Republican",-0.223000004887581,1915,"White","No experience","White",1996,0,0,0.170000001788139
"581",4433,2,"title7","Liberal","Liberal","Liberal","Jemmott v. Coughlin","Jacobs, Dennis G.","2",1992,"Bush I","Male","Republican",0.145999997854233,1944,"White","No experience","White",1996,0,0,0.199000000953674
"582",4491,3,"title7","Liberal","Liberal","Conservative","LaPierre v. Benson Nissan","DeMoss, Harold R. Jr.","5",1991,"Bush I","Male","Republican",0.532000005245209,1930,"White","No experience","White",1996,1,0,0.133249998092651
"583",4491,1,"title7","Liberal","Liberal","Conservative","LaPierre v. Benson Nissan","King, Carolyn Dineen","5",1979,"Carter","Female","Democrat",-0.103000000119209,1938,"White","No experience","White",1996,1,0,0.501749992370605
"584",4522,2,"title7","Conservative","Conservative","Conservative","Wixson v. Dowagiac Nursing Home","Martin, Boyce Ficklen Jr.","6",1979,"Carter","Male","Democrat",-0.225500002503395,1935,"White","Experienced","White",1996,1,0,0.540000021457672
"585",4522,3,"title7","Conservative","Conservative","Conservative","Wixson v. Dowagiac Nursing Home","Moore, Karen Nelson","6",1995,"Clinton","Female","Democrat",-0.28099998831749,1948,"White","No experience","White",1996,1,0,0.595499992370605
"586",4463,3,"title7","Liberal","Liberal","Conservative","Cromer v. Brown","Messitte, Peter Jo","4",1993,"Clinton","Male","Democrat",-0.400000005960464,1941,"White","No experience","White",1996,0,0,0.805999994277954
"587",4463,1,"title7","Liberal","Liberal","Conservative","Cromer v. Brown","Russell, Donald Stuart","4",1971,"Nixon","Male","Republican",0.409999996423721,1906,"White","Experienced","White",1996,0,0,0.00400000810623169
"588",4521,1,"title7","Liberal","Liberal","Liberal","Thurman v. Yellow Freight System","Suhrheinrich, Richard Fred","6",1990,"Bush I","Male","Republican",0.524999976158142,1936,"White","Experienced","White",1996,1,1,0.210499972105026
"589",4521,2,"title7","Liberal","Liberal","Liberal","Thurman v. Yellow Freight System","Siler, Eugene Edward Jr.","6",1991,"Bush I","Male","Republican",0.361000001430511,1936,"White","Experienced","White",1996,1,1,0.0464999973773956
"590",4636,2,"title7","Conservative","Conservative","Conservative","Hicks v. St. Mary's Honor Ctr","Gibson, John R.","8",1982,"Reagan","Male","Republican",0.14300000667572,1925,"White","Experienced","White",1996,0,0,0.0039999932050705
"591",4636,3,"title7","Conservative","Conservative","Conservative","Hicks v. St. Mary's Honor Ctr","Fagg, George Gardner","8",1982,"Reagan","Male","Republican",0.298500001430511,1934,"White","No experience","White",1996,0,0,0.151500001549721
"592",4490,1,"title7","Liberal","Liberal","Liberal","Patterson v. P.H.P. Healthcare","Duhe, John Malcolm Jr.","5",1988,"Reagan","Male","Republican",0.566999971866608,1933,"White","Experienced","White",1996,0,0,0.16824996471405
"593",4490,2,"title7","Liberal","Liberal","Liberal","Patterson v. P.H.P. Healthcare","Barksdale, Rhesa H.","5",1990,"Bush I","Male","Republican",0.32600000500679,1944,"White","No experience","White",1996,0,0,0.0727500021457672
"594",4700,2,"title7","Conservative","Conservative","Conservative","Trotter v. Univ. of Alabama Bd. of Trustees","Godbold, John Cooper","11",1966,"Johnson","Male","Democrat",-0.226499989628792,1920,"White","No experience","White",1996,0,0,0.632499992847443
"595",4700,3,"title7","Conservative","Conservative","Conservative","Trotter v. Univ. of Alabama Bd. of Trustees","Roney, Paul Hitch","11",1970,"Nixon","Male","Republican",0.351999998092651,1921,"White","No experience","White",1996,0,0,0.0539999902248383
"596",4448,1,"title7","Liberal","Liberal","Conservative","Dici v. Pennsylvania","Sloviter, Dolores Korman","3",1979,"Carter","Female","Democrat",-0.540000021457672,1932,"White","No experience","White",1996,1,0,0.565500020980835
"597",4448,2,"title7","Liberal","Liberal","Conservative","Dici v. Pennsylvania","Sarokin, H. Lee","3",1994,"Clinton","Male","Democrat",-0.391499996185303,1928,"White","Experienced","White",1996,1,0,0.416999995708466
"598",4581,1,"title7","Liberal","Liberal","Conservative","Johnson v. City of Fort Wayne","Flaum, Joel Martin","7",1983,"Reagan","Male","Republican",0.00600000005215406,1936,"White","Experienced","White",1996,0,0,0.243000000715256
"599",4581,2,"title7","Liberal","Liberal","Conservative","Johnson v. City of Fort Wayne","Easterbrook, Frank Hoover","7",1985,"Reagan","Male","Republican",0.566999971866608,1948,"White","No experience","White",1996,0,0,0.317999958992004
"600",4635,3,"title7","Conservative","Conservative","Liberal","Tidwell v. Meyer's Bakeries","Loken, James B.","8",1990,"Bush I","Male","Republican",0.124499998986721,1940,"White","No experience","White",1996,0,0,0.0225000008940697
"601",4635,2,"title7","Conservative","Conservative","Liberal","Tidwell v. Meyer's Bakeries","Henley, Jesse Smith","8",1975,"Ford","Male","Republican",0.409000009298325,1917,"White","Experienced","White",1996,0,0,0.262000024318695
"602",4520,1,"title7","Liberal","Liberal","Conservative","Byrd v. Stone","Krupansky, Robert B.","6",1982,"Reagan","Male","Republican",0.566999971866608,1921,"White","Experienced","White",1996,0,0,0.252499967813492
