"","order","judge_num","dataset","case_outcome","judge_vote","lower_dir","name","judge_full","circuit","confirm_yr","appt_pres","gender_judge","party_judge","jcs","year_birth","race_judge","jud_experience","minority_judge","dec_year","num_fem","mow_sex","abs_jcs"
"603",4520,2,"title7","Liberal","Liberal","Conservative","Byrd v. Stone","Ryan, James Leo","6",1985,"Reagan","Male","Republican",0.566999971866608,1932,"White","Experienced","White",1996,0,0,0.252499967813492
"604",4462,2,"title7","Conservative","Conservative","Conservative","Randall v. U.S.","Ervin, Samuel James III","4",1980,"Carter","Male","Democrat",-0.119999997317791,1926,"White","No experience","White",1996,0,0,0.525999963283539
"605",4462,1,"title7","Conservative","Conservative","Conservative","Randall v. U.S.","Wilkinson, James Harvie III","4",1984,"Reagan","Male","Republican",0.25900000333786,1944,"White","No experience","White",1996,0,0,0.14699998497963
"606",4447,1,"title7","Liberal","Liberal","Conservative","Hampton v. Borough of Tinton Falls","Nygaard, Richard Lowell","3",1988,"Reagan","Male","Republican",0.0160000007599592,1940,"White","No experience","White",1996,0,0,0.00949999876320362
"607",4447,2,"title7","Liberal","Liberal","Conservative","Hampton v. Borough of Tinton Falls","Lewis, Timothy K.","3",1992,"Bush I","Male","Republican",0.0160000007599592,1954,"Black","Experienced","Minority",1996,0,0,0.00949999876320362
"608",4489,3,"title7","Liberal","Liberal","Conservative","Williams v. Time Warner Operation","Duhe, John Malcolm Jr.","5",1988,"Reagan","Male","Republican",0.566999971866608,1933,"White","Experienced","White",1996,0,0,0.16824996471405
"609",4489,1,"title7","Liberal","Liberal","Conservative","Williams v. Time Warner Operation","Politz, Henry Anthony","5",1979,"Carter","Male","Democrat",-0.11150000244379,1932,"White","No experience","White",1996,0,0,0.51025003194809
"610",4699,2,"title7","Liberal","Liberal","Conservative","Harris v. Shelby Cty Bd. of Ed","Cox, Emmett Ripley","11",1988,"Reagan","Male","Republican",0.566999971866608,1935,"White","Experienced","White",1996,0,0,0.160999983549118
"611",4699,3,"title7","Liberal","Liberal","Conservative","Harris v. Shelby Cty Bd. of Ed","Roney, Paul Hitch","11",1970,"Nixon","Male","Republican",0.351999998092651,1921,"White","No experience","White",1996,0,0,0.0539999902248383
"612",4406,1,"title7","Conservative","Conservative","Liberal","Lattimore v. Polaroid Corp","Selya, Bruce Marshall","1",1986,"Reagan","Male","Republican",0.00300000002607703,1934,"White","Experienced","White",1996,1,0,0.247749999165535
"613",4406,3,"title7","Conservative","Conservative","Liberal","Lattimore v. Polaroid Corp","Saris, Patti B.","1",1993,"Clinton","Female","Democrat",-0.509999990463257,1951,"White","No experience","White",1996,1,0,0.760749995708466
"614",4695,3,"title7","Conservative","Conservative","Conservative","Holifield v. Reno","Alarcon, Arthur L.","11",1979,"Carter","Male","Democrat",-0.430000007152557,1925,"Hispanic","Experienced","Minority",1997,0,0,0.797500014305115
"615",4695,1,"title7","Conservative","Conservative","Conservative","Holifield v. Reno","Black, Bruce D.","11",1995,"Clinton","Male","Democrat",-0.310000002384186,1947,"White","Experienced","White",1997,0,0,0.677500009536743
"616",4695,2,"title7","Conservative","Conservative","Conservative","Holifield v. Reno","Fay, Peter Thorp","11",1976,"Ford","Male","Republican",0.409000009298325,1929,"White","Experienced","White",1997,0,0,0.0415000021457672
"617",4696,1,"title7","Conservative","Conservative","Liberal","Reynolds v. CSX Transportation","Cox, Emmett Ripley","11",1988,"Reagan","Male","Republican",0.566999971866608,1935,"White","Experienced","White",1997,1,0,0.19949996471405
"618",4696,3,"title7","Conservative","Conservative","Liberal","Reynolds v. CSX Transportation","Stagg, Thomas E. Jr.","11",1974,"Nixon","Male","Republican",0.428999990224838,1923,"White","No experience","White",1997,1,0,0.0614999830722809
"619",4696,2,"title7","Conservative","Conservative","Liberal","Reynolds v. CSX Transportation","Kravitch, Phyllis A.","11",1979,"Carter","Female","Democrat",-0.025000000372529,1920,"White","No experience","White",1997,1,0,0.392500013113022
"620",4694,1,"title7","Conservative","Conservative","Conservative","Mays v. USPS","Anderson, R[obert] Lanier III","11",1979,"Carter","Male","Democrat",-0.025000000372529,1936,"White","No experience","White",1997,0,0,0.392500013113022
"621",4694,3,"title7","Conservative","Conservative","Conservative","Mays v. USPS","Clark, Thomas Alonzo","11",1979,"Carter","Male","Democrat",-0.136000007390976,1920,"White","No experience","White",1997,0,0,0.503499984741211
"622",4694,2,"title7","Conservative","Conservative","Conservative","Mays v. USPS","Black, Bruce D.","11",1995,"Clinton","Male","Democrat",-0.310000002384186,1947,"White","Experienced","White",1997,0,0,0.677500009536743
"623",4693,2,"title7","Liberal","Liberal","Conservative","Evans v. McClain","Dubina, Joel Fredrick","11",1990,"Bush I","Male","Republican",0.524999976158142,1947,"White","Experienced","White",1997,0,0,0.157499969005585
"624",4693,3,"title7","Liberal","Liberal","Conservative","Evans v. McClain","Limbaugh, Stephen Nathaniel","11",1983,"Reagan","Male","Republican",0.128000006079674,1927,"White","No experience","White",1997,0,0,0.239500001072884
"625",4693,1,"title7","Liberal","Liberal","Conservative","Evans v. McClain","Edmondson, James Larry","11",1986,"Reagan","Male","Republican",0.326999992132187,1947,"White","No experience","White",1997,0,0,0.0405000150203705
"626",4516,3,"title7","Liberal","Liberal","Conservative","Williams v. Nashville Network","Boggs, Danny Julian","6",1986,"Reagan","Male","Republican",0.361000001430511,1944,"White","No experience","White",1998,0,0,0.588500022888184
"627",4516,1,"title7","Liberal","Liberal","Conservative","Williams v. Nashville Network","Contie, Leroy John Jr.","6",1982,"Reagan","Male","Republican",0.566999971866608,1920,"White","Experienced","White",1998,0,0,0.79449999332428
"628",4516,2,"title7","Liberal","Liberal","Conservative","Williams v. Nashville Network","Ryan, James Leo","6",1985,"Reagan","Male","Republican",0.566999971866608,1932,"White","Experienced","White",1998,0,0,0.79449999332428
"629",4649,2,"title7","Conservative","Conservative","Conservative","Gregory v. Widnall","O'Scannlain, Diarmuid Fionntain","9",1986,"Reagan","Male","Republican",0.0130000002682209,1937,"White","No experience","White",1998,0,0,0.18699999153614
"630",4649,1,"title7","Conservative","Conservative","Conservative","Gregory v. Widnall","Farris, Joseph Jerome","9",1979,"Carter","Male","Democrat",-0.359499990940094,1930,"Black","Experienced","Minority",1998,0,0,0.185499995946884
"631",4649,3,"title7","Conservative","Conservative","Conservative","Gregory v. Widnall","Hawkins, Michael Daly","9",1994,"Clinton","Male","Democrat",-0.152999997138977,1945,"White","No experience","White",1998,0,0,0.0209999978542328
"632",4622,2,"title7","Conservative","Conservative","Conservative","Russell v. Men's Warehouse","Magill, Frank J.","8",1986,"Reagan","Male","Republican",0.0949999988079071,1927,"White","No experience","White",1999,0,0,0.0957500040531158
"633",4622,3,"title7","Conservative","Conservative","Conservative","Russell v. Men's Warehouse","Arnold, Morris Sheppard","8",1992,"Bush I","Male","Republican",0.291000008583069,1941,"White","Experienced","White",1999,0,0,0.100250005722046
"634",4622,1,"title7","Conservative","Conservative","Conservative","Russell v. Men's Warehouse","Beam, Clarence A.","8",1987,"Reagan","Male","Republican",0.316000014543533,1930,"White","Experienced","White",1999,0,0,0.12525001168251
"635",4425,2,"title7","Conservative","Conservative","Conservative","Williams v. Cty of Westchester","Sack, Robert David","2",1997,"Clinton","Male","Democrat",-0.340999990701675,1939,"White","No experience","White",1999,1,0,0
"636",4425,3,"title7","Conservative","Conservative","Conservative","Williams v. Cty of Westchester","McAvoy, Thomas James","2",1986,"Reagan","Male","Republican",0.133000001311302,1938,"White","No experience","White",1999,1,0,0.473999977111816
"637",4425,1,"title7","Conservative","Conservative","Conservative","Williams v. Cty of Westchester","Kearse, Amalya Lyle","2",1979,"Carter","Female","Democrat",-0.340999990701675,1937,"Black","No experience","Minority",1999,1,0,0
"638",4612,2,"title7","Conservative","Conservative","Conservative","Calvin v. Yellow Freight System","Loken, James B.","8",1990,"Bush I","Male","Republican",0.124499998986721,1940,"White","No experience","White",2000,0,0,0.0147499963641167
"639",4612,1,"title7","Conservative","Conservative","Conservative","Calvin v. Yellow Freight System","Bowman, Pasco Middleton II","8",1983,"Reagan","Male","Republican",0.14300000667572,1933,"White","No experience","White",2000,0,0,0.00375001132488251
"640",4612,3,"title7","Conservative","Conservative","Conservative","Calvin v. Yellow Freight System","Bataillon, Joseph F.","8",1997,"Clinton","Male","Democrat",-0.234999999403954,1949,"White","No experience","White",2000,0,0,0.374249994754791
"641",4416,1,"title7","Conservative","Conservative","Conservative","Wrighten v. Glowski","Oakes, James Lowell","2",1971,"Nixon","Male","Republican",0.0480000004172325,1924,"White","Experienced","White",2000,0,0,0.388999998569489
"642",4416,2,"title7","Conservative","Conservative","Conservative","Wrighten v. Glowski","Winter, Ralph K. Jr.","2",1981,"Reagan","Male","Republican",-0.061999998986721,1935,"White","No experience","White",2000,0,0,0.278999984264374
"643",4416,3,"title7","Conservative","Conservative","Conservative","Wrighten v. Glowski","Sack, Robert David","2",1997,"Clinton","Male","Democrat",-0.340999990701675,1939,"White","No experience","White",2000,0,0,0
"644",4606,2,"title7","Conservative","Conservative","Conservative","High v. Univ. of Minnesota","Lay, Donald Pomery","8",1966,"Johnson","Male","Democrat",-0.379000008106232,1926,"White","No experience","White",2000,0,0,0.518249988555908
"645",4606,3,"title7","Conservative","Conservative","Conservative","High v. Univ. of Minnesota","Arnold, Morris Sheppard","8",1992,"Bush I","Male","Republican",0.291000008583069,1941,"White","Experienced","White",2000,0,0,0.151750013232231
"646",4606,1,"title7","Conservative","Conservative","Conservative","High v. Univ. of Minnesota","Loken, James B.","8",1990,"Bush I","Male","Republican",0.124499998986721,1940,"White","No experience","White",2000,0,0,0.0147499963641167
"647",4414,1,"title7","Conservative","Conservative","Conservative","Belgrave v. Pena","Walker, John Mercer Jr.","2",1989,"Bush I","Male","Republican",0.145999997854233,1940,"White","Experienced","White",2001,0,0,0.486999988555908
"648",4414,2,"title7","Conservative","Conservative","Conservative","Belgrave v. Pena","Feinberg, Wilfred","2",1966,"Johnson","Male","Democrat",-0.493000000715256,1920,"White","Experienced","White",2001,0,0,0.15200001001358
"649",4414,3,"title7","Conservative","Conservative","Conservative","Belgrave v. Pena","Cabranes, Jose Alberto","2",1994,"Clinton","Male","Democrat",-0.277999997138977,1940,"Hispanic","Experienced","Minority",2001,0,0,0.0629999935626984
"650",4676,2,"title7","Liberal","Liberal","Conservative","Sledge v. Goodyear Dunlop tires","Tjoflat, Gerald Bard","11",1975,"Ford","Male","Republican",0.409000009298325,1929,"White","Experienced","White",2001,0,0,0.0800000131130219
"651",4676,3,"title7","Liberal","Liberal","Conservative","Sledge v. Goodyear Dunlop tires","Birch, Stanley F. Jr.","11",1990,"Bush I","Male","Republican",0.524999976158142,1945,"White","No experience","White",2001,0,0,0.195999979972839
"652",4676,1,"title7","Liberal","Liberal","Conservative","Sledge v. Goodyear Dunlop tires","Anderson, R[obert] Lanier III","11",1979,"Carter","Male","Democrat",-0.025000000372529,1936,"White","No experience","White",2001,0,0,0.354000002145767
"653",4702,3,"title7","Liberal","Liberal","Conservative","Richardson v. Leeds Police Dept","Henderson, Albert John","11",1979,"Carter","Male","Democrat",-0.025000000372529,1920,"White","Experienced","White",1995,0,0,0.430999994277954
"654",4702,2,"title7","Liberal","Liberal","Conservative","Richardson v. Leeds Police Dept","Birch, Stanley F. Jr.","11",1990,"Bush I","Male","Republican",0.524999976158142,1945,"White","No experience","White",1995,0,0,0.118999987840652
"655",4702,1,"title7","Liberal","Liberal","Conservative","Richardson v. Leeds Police Dept","Edmondson, James Larry","11",1986,"Reagan","Male","Republican",0.326999992132187,1947,"White","No experience","White",1995,0,0,0.0789999961853027
"656",4493,2,"title7","Liberal","Liberal","Liberal","Jackson v. City of Atlanta","Parker, Robert Manley","5",1994,"Clinton","Male","Democrat",-0.441000014543533,1937,"White","Experienced","White",1996,0,0,0.839750051498413
"657",4493,1,"title7","Liberal","Liberal","Liberal","Jackson v. City of Atlanta","Wiener, Jacques Loeb Jr.","5",1990,"Bush I","Male","Republican",0.524999976158142,1934,"White","No experience","White",1996,0,0,0.126249969005585
"658",4493,3,"title7","Liberal","Liberal","Liberal","Jackson v. City of Atlanta","Dennis, James L.","5",1995,"Clinton","Male","Democrat",-0.096000000834465,1936,"White","Experienced","White",1996,0,0,0.494750022888184
"659",4494,3,"title7","Conservative","Conservative","Conservative","Dollis v. Rubin","Parker, Robert Manley","5",1994,"Clinton","Male","Democrat",-0.441000014543533,1937,"White","Experienced","White",1995,0,0,0.839750051498413
"660",4494,2,"title7","Conservative","Conservative","Conservative","Dollis v. Rubin","Wiener, Jacques Loeb Jr.","5",1990,"Bush I","Male","Republican",0.524999976158142,1934,"White","No experience","White",1995,0,0,0.126249969005585
"661",4494,1,"title7","Conservative","Conservative","Conservative","Dollis v. Rubin","Garwood, William Lockhart","5",1981,"Reagan","Male","Republican",0.462999999523163,1931,"White","Experienced","White",1995,0,0,0.0642499923706055
"662",4671,3,"title7","Conservative","Conservative","Conservative","Mosley v. Pena","Murphy, Michael R.","10",1995,"Clinton","Male","Democrat",-0.441000014543533,1947,"White","No experience","White",1996,1,0,0.688250005245209
"663",4698,2,"title7","Conservative","Conservative","Conservative","Mayfield v. Patterson Pump","Fay, Peter Thorp","11",1976,"Ford","Male","Republican",0.409000009298325,1929,"White","Experienced","White",1996,1,0,0.00300002098083496
"664",4488,3,"title7","Conservative","Conservative","Conservative","Grimes v. Texas Dept of Mental Health","DeMoss, Harold R. Jr.","5",1991,"Bush I","Male","Republican",0.532000005245209,1930,"White","No experience","White",1996,1,0,0.133249998092651
"665",4487,3,"title7","Conservative","Conservative","Conservative","Ward v. Bechtel Corp","Benavides, Fortunato Pedro","5",1994,"Clinton","Male","Democrat",-0.441000014543533,1947,"Hispanic","Experienced","Minority",1997,0,0,0.839750051498413
"666",4405,2,"title7","Conservative","Conservative","Conservative","Johnson v. Teamsters Local 559","Campbell, Levin Hicks","1",1972,"Nixon","Male","Republican",-0.20100000500679,1927,"White","Experienced","White",1996,0,0,0.451750010251999
"667",4580,2,"title7","Liberal","Liberal","Liberal","Merriweather v. Family Dollar","Coffey, John Louis","7",1982,"Reagan","Male","Republican",0.25,1922,"White","Experienced","White",1996,0,0,0.00100000202655792
"668",4579,3,"title7","Liberal","Liberal","Conservative","Hunt-Golliday v. Metro Water Reclamation","Evans, Terence Thomas","7",1995,"Clinton","Male","Democrat",-0.43299999833107,1940,"White","Experienced","White",1997,0,0,0.681999981403351
"669",4519,2,"title7","Liberal","Liberal","Conservative","EEOC v. Avery Dennison Corp","Jones, Nathaniel Raphael","6",1979,"Carter","Male","Democrat",-0.401000022888184,1926,"Black","No experience","Minority",1997,0,0,0.173500031232834
